stop_id,stop_name,latitude,longitude
5033770310,Dar Touzani Mohammed VI,37.1339219,6.309112031
5033770311,Dar Touzani Mohammed VI,37.13371954,6.308862117
5033781761,Morgue Ain Chok,37.13718543,6.306123113
5033812377,Lydec Dar Touzani,37.13095136,6.311727568
5033821624,Oilibya(Mohammed VI),37.12801396,6.314580081
5033836129,Mosque Hosna Mohammed VI,37.12498268,6.316385306
5033836130,Mosque Hosna (Boulevard Qods),37.12472267,6.315018422
5033836131,Mosque Hosna (Boulevard Qods),37.12484668,6.31493872
5033836132,Mosque Hosna Mohammed VI,37.1252512,6.316678249
5033848857,Groupe Scolaire Anoual,37.15482258,6.318491741
5033856769,Fourrire BM,37.15068129,6.319679996
5033856770,Fourrire BM,37.15063908,6.319408826
5033861641,Lyce Ibn Hazem,37.14619176,6.320519939
5033876633,Cinma Othmania,37.1429597,6.322725115
5033876634,Cinma Othmania,37.14313741,6.322566869
5033876635,Caf Haouzia,37.14677056,6.32739933
5033888802,Caserne Forces Auxliares,37.14968287,6.333040062
5033899106,Hay Sadri,37.15527452,6.33997559
5033931236,Richbond (GC),37.17467413,6.349403612
5033954238,Terrain Larbi Zaouli,37.18438021,6.350105279
5033995306,Rahal Traiteur,37.1807617,6.350147507
5034071119,Coca Cola,37.1881458,6.387886396
5034071120,Coca Cola,37.18794162,6.387847582
5034098663,Rsidence Hliwa,37.19033217,6.356867909
5034121972,Renault Ain Sba,37.19164041,6.359352282
5034135092,Bricoma,37.19082682,6.367493425
5034135093,Bricoma,37.19051606,6.367603186
5034138497,Vantec,37.19007909,6.370831487
5034138498,Vantec,37.19026547,6.370890079
5034265383,Souk Aallek,37.19709498,6.391980922
5034265384,Tarik El Khir,37.19794078,6.395267549
5034265385,Mosque d'Algrie,37.19981125,6.394090583
5034265386,Mosque d'Algrie A,37.2002926,6.394082758
5034265387,Mosque d'Algrie A,37.20008867,6.394222783
5034419568,OFPPT RM,37.10096411,6.268112318
5034419569,OFPPT RM,37.10089401,6.26780792
5034419570,ISCAE,37.10563079,6.266642403
5034419571,ISCAE,37.10547684,6.266379897
5034419576,Douar Latour,37.11221013,6.264593853
5034419577,Douar Latour,37.1122677,6.264316418
5034528783,Douar Khouadra,37.12052804,6.270631747
5034528784,Douar Khouadra,37.12079359,6.270610876
5034552209,Gare L'Oasis,37.13608297,6.270890932
5034552210,Gare L'Oasis,37.13607384,6.270619455
5034558014,Mosque Bachkou,37.14007551,6.271853409
5034558015,Mosque Bachkou,37.14000305,6.272134959
5034558016,Rond Point Bachkou,37.14376166,6.277609431
5034558017,Rond Point Bachkou,37.14390905,6.27734286
5034587752,Derb Bouchentouf,37.15187827,6.295884436
5034837116,Bacha. Al Azhar,37.18670904,6.402268133
5034837117,Primarios,37.18572458,6.400213978
5034837118,Primarios,37.18550969,6.400240128
5034837119,St. Tecna,37.18605916,6.395333927
5034837120,St. Tecna,37.18587537,6.395096212
5034844718,Rsidence El Baida,37.18083319,6.393030464
5034844719,Rsidence El Baida,37.18087693,6.392849764
5034854583,Projet Salam,37.17684402,6.404040707
5034854592,Salam 2,37.17011308,6.412285618
5034854593,Salam 2,37.17028698,6.412368651
5037010298,Petrom (RS),37.15084977,6.388203314
5037010299,Petrom (RS),37.15060748,6.388198548
5037035406,Centre Sant Tacha,37.15782614,6.361839763
